Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20210325:1010,86.6,116.5,37.44,8.1,1.93,0.0
20210325:1110,83.13,112.86,41.46,9.12,2.69,0.0
20210325:1210,83.5,113.77,42.29,10.07,2.41,0.0
20210325:1310,63.02,90.1,39.74,10.76,2.69,0.0
20210325:1410,418.66,500.23,34.33,11.85,3.52,0.0
20210325:1510,376.28,450.31,26.86,11.6,3.45,0.0
20210325:1610,166.23,212.18,18.08,11.65,3.31,0.0
20210325:1710,60.28,105.33,8.6,10.96,2.48,0.0
20210325:1810,0.0,0.0,0.0,9.64,2.48,0.0
20210325:1910,0.0,0.0,0.0,8.72,2.28,0.0
20210325:2010,0.0,0.0,0.0,7.74,2.28,0.0
20210325:2110,0.0,0.0,0.0,7.63,2.34,0.0
20210325:2210,0.0,0.0,0.0,7.26,2.62,0.0
20210325:2310,0.0,0.0,0.0,6.95,2.9,0.0
20210326:0010,0.0,0.0,0.0,6.31,3.03,0.0
20210326:0110,0.0,0.0,0.0,5.78,2.97,0.0
20210326:0210,0.0,0.0,0.0,5.23,2.9,0.0
20210326:0310,0.0,0.0,0.0,4.66,2.9,0.0
20210326:0410,0.0,0.0,0.0,4.22,2.9,0.0
20210326:0510,0.0,0.0,0.0,4.03,3.03,0.0
20210326:0610,3.53,12.74,4.26,3.63,3.17,0.0
20210326:0710,78.42,106.64,13.92,5.18,3.03,0.0
20210326:0810,135.9,171.13,23.11,7.26,3.66,0.0
20210326:0910,226.58,273.24,31.31,8.81,4.55,0.0
20210326:1010,319.26,378.48,37.84,10.22,6.14,0.0
20210326:1110,157.56,198.26,41.86,11.31,6.9,0.0
20210326:1210,254.39,308.23,42.67,11.83,6.41,0.0
20210326:1310,260.42,315.26,40.1,12.15,6.41,0.0
20210326:1410,131.73,169.97,34.65,12.41,5.66,0.0
20210326:1510,131.49,169.64,27.14,12.72,6.41,0.0
20210326:1610,75.49,105.4,18.34,12.68,5.72,0.0
20210326:1710,39.08,65.38,8.85,11.95,4.83,0.0
20210326:1810,0.0,0.0,0.0,11.31,5.03,0.0
20210326:1910,0.0,0.0,0.0,10.53,5.66,0.0
20210326:2010,0.0,0.0,0.0,8.48,5.79,0.0
20210326:2110,0.0,0.0,0.0,6.75,5.17,0.0
20210326:2210,0.0,0.0,0.0,6.06,4.14,0.0
20210326:2310,0.0,0.0,0.0,5.82,4.62,0.0
20210327:0010,0.0,0.0,0.0,5.38,4.83,0.0
20210327:0110,0.0,0.0,0.0,4.85,4.83,0.0
20210327:0210,0.0,0.0,0.0,4.33,4.83,0.0
20210327:0310,0.0,0.0,0.0,4.16,4.97,0.0
20210327:0410,0.0,0.0,0.0,4.24,5.17,0.0
20210327:0510,0.0,0.0,0.0,4.39,5.24,0.0
20210327:0610,11.46,27.45,4.61,4.23,5.17,0.0
20210327:0710,234.02,289.81,14.27,4.39,4.28,0.0
20210327:0810,452.66,521.67,23.47,5.32,5.17,0.0
20210327:0910,557.36,640.03,31.69,6.76,6.62,0.0
20210327:1010,465.74,539.04,38.23,7.69,6.41,0.0
20210327:1110,792.46,932.83,42.26,8.62,6.55,0.0
20210327:1210,77.83,106.49,43.06,9.27,6.07,0.0
20210327:1310,451.8,529.12,40.46,10.32,6.9,0.0
20210327:1410,94.72,126.51,34.96,10.66,6.34,0.0
20210327:1510,252.35,303.66,27.42,10.57,5.79,0.0
20210327:1610,174.44,220.0,18.6,10.43,4.62,0.0
20210327:1710,33.89,56.48,9.1,10.11,3.31,0.0
20210327:1810,0.0,0.0,0.0,8.96,2.14,0.0
20210327:1910,0.0,0.0,0.0,8.17,1.93,0.0
20210327:2010,0.0,0.0,0.0,7.52,2.0,0.0
20210327:2110,0.0,0.0,0.0,6.87,2.21,0.0
20210327:2210,0.0,0.0,0.0,6.3,2.48,0.0
20210327:2310,0.0,0.0,0.0,6.57,2.62,0.0
20210328:0010,0.0,0.0,0.0,6.48,2.83,0.0
20210328:0110,0.0,0.0,0.0,6.67,2.97,0.0
20210328:0210,0.0,0.0,0.0,6.65,3.03,0.0
20210328:0310,0.0,0.0,0.0,6.49,3.03,0.0
20210328:0410,0.0,0.0,0.0,6.53,2.97,0.0
20210328:0510,0.0,0.0,0.0,5.97,2.97,0.0
20210328:0610,13.75,31.2,4.95,5.62,3.03,0.0
20210328:0710,238.1,297.97,14.62,6.39,3.1,0.0
20210328:0810,480.55,565.41,23.83,8.25,3.79,0.0
20210328:0910,668.32,792.06,32.07,9.85,4.48,0.0
20210328:1010,737.17,884.12,38.62,11.29,4.9,0.0
20210328:1110,816.58,987.58,42.66,12.47,5.72,0.0
20210328:1210,836.53,1019.07,43.45,13.35,5.66,0.0
20210328:1310,786.22,958.39,40.81,13.94,5.17,0.0
20210328:1410,656.73,793.81,35.28,14.39,4.83,0.0
20210328:1510,492.51,593.96,27.7,14.65,4.55,0.0
20210328:1610,293.66,370.97,18.86,14.53,4.14,0.0
20210328:1710,68.65,122.68,9.34,13.88,3.1,0.0
20210328:1810,0.0,0.0,0.0,12.18,2.69,0.0
20210328:1910,0.0,0.0,0.0,10.32,2.83,0.0
20210328:2010,0.0,0.0,0.0,9.57,2.9,0.0
20210328:2110,0.0,0.0,0.0,9.15,3.03,0.0
20210328:2210,0.0,0.0,0.0,8.83,3.03,0.0
20210328:2310,0.0,0.0,0.0,8.03,3.03,0.0
20210329:0010,0.0,0.0,0.0,7.44,3.03,0.0
20210329:0110,0.0,0.0,0.0,6.9,3.1,0.0
20210329:0210,0.0,0.0,0.0,6.44,3.03,0.0
20210329:0310,0.0,0.0,0.0,6.01,2.9,0.0
20210329:0410,0.0,0.0,0.0,5.53,2.83,0.0
20210329:0510,0.0,0.0,0.0,5.1,2.76,0.0
20210329:0610,14.53,31.43,5.3,4.83,2.69,0.0
20210329:0710,239.14,300.06,14.98,6.64,2.21,0.0
20210329:0810,484.19,580.03,24.2,9.74,2.34,0.0
20210329:0910,645.55,787.87,32.44,12.41,2.62,0.0
20210329:1010,756.78,947.42,39.02,14.69,2.83,0.0
20210329:1110,811.35,1033.86,43.06,16.46,2.97,0.0
20210329:1210,808.26,1035.79,43.83,17.73,3.03,0.0
20210329:1310,765.76,980.01,41.16,18.57,2.9,0.0
20210329:1410,647.88,818.84,35.59,19.1,2.69,0.0
20210329:1510,488.75,612.9,27.98,19.26,2.34,0.0
20210329:1610,287.53,375.35,19.12,19.12,1.79,0.0
20210329:1710,68.8,125.23,9.59,18.32,1.38,0.0
20210329:1810,0.0,0.0,0.0,16.56,2.28,0.0
20210329:1910,0.0,0.0,0.0,13.57,2.28,0.0
20210329:2010,0.0,0.0,0.0,11.43,2.48,0.0
20210329:2110,0.0,0.0,0.0,9.94,2.55,0.0
20210329:2210,0.0,0.0,0.0,8.87,2.55,0.0
20210329:2310,0.0,0.0,0.0,7.95,2.48,0.0
20210330:0010,0.0,0.0,0.0,7.15,2.48,0.0
20210330:0110,0.0,0.0,0.0,6.59,2.34,0.0
20210330:0210,0.0,0.0,0.0,5.86,2.34,0.0
20210330:0310,0.0,0.0,0.0,5.26,2.34,0.0
20210330:0410,0.0,0.0,0.0,4.74,2.28,0.0
20210330:0510,0.0,0.0,0.0,4.27,2.21,0.0
20210330:0610,19.44,39.31,5.65,3.99,2.14,0.0
20210330:0710,249.69,313.21,15.33,6.5,1.66,0.0
20210330:0810,476.98,577.76,24.56,10.91,1.72,0.0
20210330:0910,651.11,810.36,32.82,13.44,1.66,0.0
20210330:1010,758.04,974.47,39.41,15.76,1.66,0.0
20210330:1110,813.53,1067.7,43.46,17.7,1.79,0.0
20210330:1210,815.7,1076.16,44.21,19.28,2.0,0.0
20210330:1310,772.74,1009.32,41.51,20.4,2.34,0.0
20210330:1410,666.36,854.63,35.9,21.06,2.55,0.0
20210330:1510,497.3,629.05,28.26,21.24,2.55,0.0
20210330:1610,289.38,380.29,19.38,20.97,2.21,0.0
20210330:1710,68.73,125.76,9.84,19.94,1.86,0.0
20210330:1810,0.0,0.0,0.0,17.96,2.48,0.0
20210330:1910,0.0,0.0,0.0,16.0,2.34,0.0
20210330:2010,0.0,0.0,0.0,13.81,2.34,0.0
20210330:2110,0.0,0.0,0.0,11.86,2.28,0.0
20210330:2210,0.0,0.0,0.0,10.3,2.14,0.0
20210330:2310,0.0,0.0,0.0,9.01,2.0,0.0
20210331:0010,0.0,0.0,0.0,8.01,1.93,0.0
20210331:0110,0.0,0.0,0.0,7.22,1.86,0.0
20210331:0210,0.0,0.0,0.0,6.39,1.93,0.0
20210331:0310,0.0,0.0,0.0,5.72,2.07,0.0
20210331:0410,0.0,0.0,0.0,5.35,2.21,0.0
20210331:0510,0.0,0.0,0.0,5.16,2.21,0.0
20210331:0610,21.65,42.09,5.99,5.07,2.07,0.0
20210331:0710,241.44,305.46,15.68,7.9,1.1,0.0
20210331:0810,454.05,558.16,24.92,12.54,0.97,0.0
20210331:0910,628.74,798.12,33.19,15.73,1.03,0.0
20210331:1010,735.5,964.27,39.8,18.41,1.24,0.0
20210331:1110,794.67,1062.49,43.85,20.45,1.52,0.0
20210331:1210,786.2,1050.91,44.6,21.78,1.79,0.0
20210331:1310,738.03,976.24,41.86,22.59,2.0,0.0
20210331:1410,643.11,835.52,36.21,22.96,2.14,0.0
20210331:1510,477.69,610.37,28.54,22.98,2.28,0.0
20210331:1610,275.46,365.34,19.63,22.55,1.93,0.0
20210331:1710,69.7,129.11,10.08,21.42,1.86,0.0
20210331:1810,0.0,0.0,0.0,19.48,2.41,0.0
20210331:1910,0.0,0.0,0.0,16.75,1.79,0.0
20210331:2010,0.0,0.0,0.0,13.99,2.21,0.0
20210331:2110,0.0,0.0,0.0,12.0,2.28,0.0
20210331:2210,0.0,0.0,0.0,10.58,2.07,0.0
20210331:2310,0.0,0.0,0.0,9.9,1.79,0.0
20210401:0010,0.0,0.0,0.0,9.56,1.66,0.0
20210401:0110,0.0,0.0,0.0,9.3,1.52,0.0
20210401:0210,0.0,0.0,0.0,8.72,1.52,0.0
20210401:0310,0.0,0.0,0.0,7.67,1.79,0.0
20210401:0410,0.0,0.0,0.0,7.1,1.79,0.0
20210401:0510,0.0,0.0,0.0,7.71,1.45,0.0
20210401:0610,18.61,36.94,6.34,8.13,1.1,0.0
20210401:0710,137.99,179.96,16.02,9.79,0.83,0.0
20210401:0810,334.48,412.59,25.28,13.75,0.83,0.0
20210401:0910,488.07,612.2,33.57,16.86,1.03,0.0
20210401:1010,647.19,835.83,40.19,19.29,1.45,0.0
20210401:1110,713.44,932.04,44.25,20.85,2.0,0.0
20210401:1210,708.92,923.6,44.98,21.7,2.41,0.0
20210401:1310,667.35,858.22,42.21,22.09,2.97,0.0
20210401:1410,546.16,688.78,36.52,22.11,3.52,0.0
20210401:1510,391.31,490.42,28.82,21.78,3.86,0.0
20210401:1610,211.79,277.98,19.88,21.05,3.52,0.0
20210401:1710,54.63,91.3,10.32,19.64,3.72,0.0
20210401:1810,0.0,0.0,0.0,17.42,4.07,0.0
20210401:1910,0.0,0.0,0.0,14.54,4.62,0.0
20210401:2010,0.0,0.0,0.0,13.03,4.55,0.0
20210401:2110,0.0,0.0,0.0,11.75,4.62,0.0
20210401:2210,0.0,0.0,0.0,10.57,4.62,0.0
20210401:2310,0.0,0.0,0.0,9.5,4.55,0.0
20210402:0010,0.0,0.0,0.0,8.59,4.21,0.0
20210402:0110,0.0,0.0,0.0,7.75,3.86,0.0
20210402:0210,0.0,0.0,0.0,7.01,3.79,0.0
20210402:0310,0.0,0.0,0.0,6.32,3.79,0.0
20210402:0410,0.0,0.0,0.0,5.66,3.79,0.0
20210402:0510,0.0,0.0,0.0,4.98,3.86,0.0
20210402:0610,31.64,57.73,6.68,4.49,4.07,0.0
20210402:0710,212.07,261.17,16.37,5.04,4.69,0.0
20210402:0810,441.52,510.46,25.63,5.98,5.1,0.0
20210402:0910,677.5,789.19,33.94,7.13,5.17,0.0
20210402:1010,812.65,964.9,40.57,8.41,5.24,0.0
20210402:1110,872.63,1048.25,44.64,9.5,5.45,0.0
20210402:1210,880.03,1062.0,45.36,10.32,5.52,0.0
20210402:1310,815.83,979.28,42.55,10.85,5.52,0.0
20210402:1410,710.49,843.55,36.83,11.18,5.72,0.0
20210402:1510,529.46,624.08,29.09,11.11,6.0,0.0
20210402:1610,300.77,370.65,20.14,10.59,6.07,0.0
20210402:1710,74.92,127.55,10.56,9.56,5.79,0.0
20210402:1810,0.0,0.0,0.0,8.17,5.38,0.0
20210402:1910,0.0,0.0,0.0,6.24,5.24,0.0
20210402:2010,0.0,0.0,0.0,5.32,5.31,0.0
20210402:2110,0.0,0.0,0.0,4.9,5.38,0.0
20210402:2210,0.0,0.0,0.0,4.7,5.66,0.0
20210402:2310,0.0,0.0,0.0,4.51,5.1,0.0
20210403:0010,0.0,0.0,0.0,4.59,4.69,0.0
20210403:0110,0.0,0.0,0.0,4.64,4.28,0.0
20210403:0210,0.0,0.0,0.0,4.86,3.79,0.0
20210403:0310,0.0,0.0,0.0,4.59,3.52,0.0
20210403:0410,0.0,0.0,0.0,4.39,3.86,0.0
20210403:0510,0.0,0.0,0.0,4.39,4.21,0.0
20210403:0610,14.44,29.38,7.02,4.2,4.34,0.0
20210403:0710,48.5,70.99,16.72,4.57,4.21,0.0
20210403:0810,95.97,125.33,25.99,5.59,5.72,0.0
20210403:0910,125.31,158.37,34.31,6.04,5.72,0.0
20210403:1010,143.68,179.3,40.96,6.7,5.66,0.0
20210403:1110,437.2,509.18,45.03,7.63,5.66,0.0
20210403:1210,800.96,952.01,45.73,8.33,5.31,0.0
20210403:1310,750.63,891.12,42.9,9.07,5.17,0.0
20210403:1410,631.09,741.56,37.13,9.39,5.38,0.0
20210403:1510,505.75,593.09,29.36,9.5,5.45,0.0
20210403:1610,302.01,370.84,20.39,9.43,5.24,0.0
20210403:1710,76.11,128.31,10.81,9.21,4.9,0.0
20210403:1810,0.0,0.0,0.0,8.55,3.86,0.0
20210403:1910,0.0,0.0,0.0,7.25,4.0,0.0
20210403:2010,0.0,0.0,0.0,6.36,4.0,0.0
20210403:2110,0.0,0.0,0.0,5.54,4.07,0.0
20210403:2210,0.0,0.0,0.0,4.86,4.0,0.0
20210403:2310,0.0,0.0,0.0,4.24,3.93,0.0
20210404:0010,0.0,0.0,0.0,3.69,3.72,0.0
20210404:0110,0.0,0.0,0.0,3.15,3.52,0.0
20210404:0210,0.0,0.0,0.0,2.73,3.31,0.0
20210404:0310,0.0,0.0,0.0,2.21,3.03,0.0
20210404:0410,0.0,0.0,0.0,1.75,2.76,0.0
20210404:0510,0.0,0.0,0.0,1.36,2.62,0.0
20210404:0610,50.19,93.75,7.36,1.3,2.48,0.0
20210404:0710,265.13,322.95,17.06,3.04,2.83,0.0
20210404:0810,482.05,560.19,26.34,4.68,3.03,0.0
20210404:0910,556.77,652.56,34.68,6.38,3.03,0.0
20210404:1010,599.89,712.81,41.34,7.68,2.83,0.0
20210404:1110,844.58,1043.11,45.42,8.73,2.62,0.0
20210404:1210,855.17,1063.31,46.11,9.61,2.62,0.0
20210404:1310,799.36,986.06,43.24,10.25,2.69,0.0
20210404:1410,681.31,828.58,37.44,10.59,2.55,0.0
20210404:1510,513.18,618.01,29.63,10.58,2.28,0.0
20210404:1610,298.54,373.23,20.64,10.48,2.07,0.0
20210404:1710,76.91,131.36,11.04,10.06,2.0,0.0
20210404:1810,0.0,0.0,0.0,9.32,1.38,0.0
20210404:1910,0.0,0.0,0.0,7.6,1.59,0.0
20210404:2010,0.0,0.0,0.0,6.08,1.93,0.0
20210404:2110,0.0,0.0,0.0,4.85,1.93,0.0
20210404:2210,0.0,0.0,0.0,4.04,2.28,0.0
20210404:2310,0.0,0.0,0.0,3.25,2.34,0.0
20210405:0010,0.0,0.0,0.0,2.61,2.41,0.0
20210405:0110,0.0,0.0,0.0,2.15,2.69,0.0
20210405:0210,0.0,0.0,0.0,1.84,2.9,0.0
20210405:0310,0.0,0.0,0.0,1.69,3.1,0.0
20210405:0410,0.0,0.0,0.0,1.85,3.31,0.0
20210405:0510,0.0,0.0,0.0,2.19,3.52,0.0
20210405:0610,22.05,39.54,7.7,3.04,3.66,0.0
20210405:0710,68.24,93.91,17.4,4.62,3.86,0.0
20210405:0810,54.33,78.27,26.69,6.28,4.69,0.0
20210405:0910,71.23,98.3,35.04,7.67,5.1,0.0
20210405:1010,58.41,83.73,41.72,8.46,4.76,0.0
20210405:1110,92.6,122.87,45.81,8.04,5.03,0.0
20210405:1210,75.44,102.85,46.48,7.09,5.66,0.0
20210405:1310,62.33,87.37,43.58,5.92,5.79,0.0
20210405:1410,81.7,109.22,37.74,5.37,5.59,0.0
20210405:1510,117.29,148.84,29.9,5.06,5.45,0.0
20210405:1610,299.75,360.18,20.88,5.11,5.79,0.0
20210405:1710,80.27,131.41,11.28,4.56,5.31,0.0
20210405:1810,0.0,0.0,0.0,3.8,4.55,0.0
20210405:1910,0.0,0.0,0.0,2.49,3.93,0.0
20210405:2010,0.0,0.0,0.0,1.61,3.03,0.0
20210405:2110,0.0,0.0,0.0,0.73,2.07,0.0
20210405:2210,0.0,0.0,0.0,-0.12,1.86,0.0
20210405:2310,0.0,0.0,0.0,-0.96,2.14,0.0
20210406:0010,0.0,0.0,0.0,-1.37,2.41,0.0
20210406:0110,0.0,0.0,0.0,-1.44,2.62,0.0
20210406:0210,0.0,0.0,0.0,-1.43,2.76,0.0
20210406:0310,0.0,0.0,0.0,-1.44,2.83,0.0
20210406:0410,0.0,0.0,0.0,-1.48,2.76,0.0
20210406:0510,0.0,0.0,0.0,-1.61,2.69,0.0
20210406:0610,59.76,106.99,8.04,-1.48,2.48,0.0
20210406:0710,299.4,359.98,17.74,0.55,2.41,0.0
20210406:0810,360.14,415.33,27.04,2.8,3.24,0.0
20210406:0910,551.76,635.88,35.41,4.17,3.93,0.0
20210406:1010,544.92,631.17,42.1,4.97,4.07,0.0
20210406:1110,479.72,557.49,46.2,5.7,4.14,0.0
20210406:1210,78.84,106.49,46.85,6.3,4.41,0.0
20210406:1310,618.37,720.94,43.92,6.36,4.69,0.0
20210406:1410,593.35,687.2,38.04,6.06,4.97,0.0
20210406:1510,196.46,235.83,30.17,5.04,5.52,0.0
20210406:1610,327.93,393.35,21.13,4.84,5.93,0.0
20210406:1710,53.47,79.29,11.52,4.23,5.03,0.0
20210406:1810,0.0,0.85,1.79,3.58,3.86,0.0
20210406:1910,0.0,0.0,0.0,2.68,3.31,0.0
20210406:2010,0.0,0.0,0.0,1.95,2.9,0.0
20210406:2110,0.0,0.0,0.0,1.5,2.62,0.0
20210406:2210,0.0,0.0,0.0,0.52,2.34,0.0
20210406:2310,0.0,0.0,0.0,-0.3,2.41,0.0
20210407:0010,0.0,0.0,0.0,-0.94,2.55,0.0
20210407:0110,0.0,0.0,0.0,-1.4,2.62,0.0
20210407:0210,0.0,0.0,0.0,-1.8,2.55,0.0
20210407:0310,0.0,0.0,0.0,-2.09,2.48,0.0
20210407:0410,0.0,0.0,0.0,-2.3,2.55,0.0
20210407:0510,0.0,0.0,0.0,-2.37,2.62,0.0
20210407:0610,59.27,102.71,8.37,-1.98,2.62,0.0
20210407:0710,300.64,358.98,18.08,0.0,3.1,0.0
20210407:0810,529.96,606.53,27.39,2.19,3.79,0.0
20210407:0910,711.87,822.45,35.77,3.88,4.55,0.0
20210407:1010,843.94,991.34,42.48,5.31,5.1,0.0
20210407:1110,892.1,1059.52,46.58,6.87,5.52,0.0
20210407:1210,810.84,959.87,47.22,7.68,5.59,0.0
20210407:1310,697.14,816.49,44.25,7.75,5.72,0.0
20210407:1410,400.78,466.61,38.33,7.56,5.66,0.0
20210407:1510,174.58,214.03,30.43,7.38,5.38,0.0
20210407:1610,165.23,205.15,21.38,6.72,4.76,0.0
20210407:1710,55.14,81.81,11.76,6.16,4.07,0.0
20210407:1810,0.0,0.85,2.03,5.51,3.24,0.0
20210407:1910,0.0,0.0,0.0,4.25,2.55,0.0
20210407:2010,0.0,0.0,0.0,3.4,1.93,0.0
20210407:2110,0.0,0.0,0.0,3.18,1.52,0.0
20210407:2210,0.0,0.0,0.0,3.12,1.24,0.0
20210407:2310,0.0,0.0,0.0,3.05,1.17,0.0
20210408:0010,0.0,0.0,0.0,2.89,1.1,0.0
20210408:0110,0.0,0.0,0.0,2.72,1.03,0.0
20210408:0210,0.0,0.0,0.0,2.7,1.03,0.0
20210408:0310,0.0,0.0,0.0,2.41,1.1,0.0
20210408:0410,0.0,0.0,0.0,2.14,1.1,0.0
20210408:0510,0.0,0.0,0.0,2.15,1.03,0.0
20210408:0610,31.75,52.49,8.7,2.46,0.9,0.0
20210408:0710,191.74,236.63,18.41,3.52,0.9,0.0
20210408:0810,326.14,384.42,27.73,4.62,1.31,0.0
20210408:0910,483.44,569.69,36.13,5.52,1.66,0.0
20210408:1010,606.95,726.38,42.86,6.32,1.72,0.0
20210408:1110,752.83,926.87,46.96,7.69,1.72,0.0
20210408:1210,824.24,1021.88,47.59,8.58,2.21,0.0
20210408:1310,784.61,960.91,44.59,8.86,2.55,0.0
20210408:1410,679.28,818.88,38.63,9.05,2.62,0.0
20210408:1510,516.4,616.09,30.7,9.22,2.62,0.0
20210408:1610,294.15,364.83,21.62,9.49,2.62,0.0
20210408:1710,81.03,135.69,11.99,9.24,1.72,0.0
20210408:1810,0.0,3.39,2.26,8.74,1.31,0.0
20210408:1910,0.0,0.0,0.0,7.68,1.31,0.0
20210408:2010,0.0,0.0,0.0,6.09,1.86,0.0
20210408:2110,0.0,0.0,0.0,4.87,2.14,0.0
20210408:2210,0.0,0.0,0.0,4.32,2.34,0.0
20210408:2310,0.0,0.0,0.0,3.88,2.41,0.0
20210409:0010,0.0,0.0,0.0,3.78,2.41,0.0
20210409:0110,0.0,0.0,0.0,3.58,2.41,0.0
20210409:0210,0.0,0.0,0.0,3.28,2.41,0.0
20210409:0310,0.0,0.0,0.0,2.87,2.34,0.0
20210409:0410,0.0,0.0,0.0,2.63,2.28,0.0
20210409:0510,0.0,0.0,0.0,2.75,2.21,0.0
20210409:0610,42.29,67.78,9.03,2.92,2.07,0.0
20210409:0710,211.58,260.48,18.74,4.74,1.66,0.0
20210409:0810,467.64,556.36,28.07,7.37,1.66,0.0
20210409:0910,622.36,759.08,36.48,9.56,1.45,0.0
20210409:1010,722.41,908.53,43.23,11.54,1.31,0.0
20210409:1110,661.42,830.1,47.34,13.0,1.45,0.0
20210409:1210,500.24,614.32,47.96,14.09,2.21,0.0
20210409:1310,120.41,159.28,44.92,14.7,2.62,0.0
20210409:1410,59.38,87.37,38.92,15.34,3.1,0.0
20210409:1510,44.41,69.17,30.96,15.76,4.28,0.0
20210409:1610,110.83,148.63,21.86,15.5,4.07,0.0
20210409:1710,5.38,16.38,12.23,14.4,2.76,0.0
20210409:1810,0.0,1.7,2.5,13.36,2.34,0.0
20210409:1910,0.0,0.0,0.0,11.46,0.41,0.0
20210409:2010,0.0,0.0,0.0,10.6,0.28,0.0
20210409:2110,0.0,0.0,0.0,9.79,1.31,0.0
20210409:2210,0.0,0.0,0.0,9.4,1.79,0.0
20210409:2310,0.0,0.0,0.0,8.9,2.0,0.0
20210410:0010,0.0,0.0,0.0,8.3,2.14,0.0
20210410:0110,0.0,0.0,0.0,7.75,2.07,0.0
20210410:0210,0.0,0.0,0.0,7.13,1.79,0.0
20210410:0310,0.0,0.0,0.0,6.77,1.59,0.0
20210410:0410,0.0,0.0,0.0,6.62,1.31,0.0
20210410:0510,0.0,0.0,0.0,6.49,0.9,0.0
20210410:0610,16.39,31.86,9.36,6.45,0.41,0.0
20210410:0710,31.95,51.88,19.07,7.17,1.03,0.0
20210410:0810,40.92,62.8,28.41,7.26,2.0,0.0
20210410:0910,53.05,77.36,36.84,7.79,2.48,0.0
20210410:1010,55.93,81.0,43.6,8.54,2.34,0.0
20210410:1110,84.45,114.68,47.72,9.34,1.59,0.0
20210410:1210,97.38,130.15,48.32,10.48,1.86,0.0
20210410:1310,108.81,143.8,45.25,11.42,2.21,0.0
20210410:1410,157.24,200.36,39.21,12.76,2.97,0.0
20210410:1510,81.59,112.86,31.22,12.97,2.69,0.0
20210410:1610,98.59,132.71,22.1,12.5,2.62,0.0
20210410:1710,3.85,13.65,12.46,11.85,1.93,0.0
20210410:1810,0.0,1.7,2.74,10.21,1.79,0.0
20210410:1910,0.0,0.0,0.0,9.34,1.45,0.0
20210410:2010,0.0,0.0,0.0,8.83,1.66,0.0
20210410:2110,0.0,0.0,0.0,8.27,1.93,0.0
20210410:2210,0.0,0.0,0.0,7.61,2.14,0.0
20210410:2310,0.0,0.0,0.0,6.99,2.14,0.0
20210411:0010,0.0,0.0,0.0,6.35,2.48,0.0
20210411:0110,0.0,0.0,0.0,5.64,3.24,0.0
20210411:0210,0.0,0.0,0.0,5.05,3.52,0.0
20210411:0310,0.0,0.0,0.0,4.5,3.72,0.0
20210411:0410,0.0,0.0,0.0,4.05,4.0,0.0
20210411:0510,0.0,0.0,0.0,3.66,4.07,0.0
20210411:0610,8.15,20.02,9.68,3.35,4.41,0.0
20210411:0710,31.13,50.06,19.4,3.52,4.55,0.0
20210411:0810,184.89,221.8,28.75,3.72,5.52,0.0
20210411:0910,206.78,246.75,37.19,4.66,5.86,0.0
20210411:1010,51.41,74.63,43.97,5.63,5.86,0.0
20210411:1110,71.64,98.3,48.1,6.58,5.72,0.0
20210411:1210,77.02,104.67,48.68,7.11,5.52,0.0
20210411:1310,197.51,240.15,45.57,7.56,5.24,0.0
20210411:1410,87.06,116.5,39.5,7.89,5.1,0.0
20210411:1510,122.68,156.96,31.48,8.25,5.03,0.0
20210411:1610,119.69,154.07,22.34,8.16,4.62,0.0
20210411:1710,78.58,119.75,12.69,7.99,4.34,0.0
20210411:1810,1.62,9.33,2.97,7.01,3.52,0.0
20210411:1910,0.0,0.0,0.0,5.39,3.31,0.0
20210411:2010,0.0,0.0,0.0,4.15,2.83,0.0
20210411:2110,0.0,0.0,0.0,3.02,2.48,0.0
20210411:2210,0.0,0.0,0.0,2.11,2.28,0.0
20210411:2310,0.0,0.0,0.0,1.31,2.07,0.0
20210412:0010,0.0,0.0,0.0,0.43,1.79,0.0
20210412:0110,0.0,0.0,0.0,-0.52,1.59,0.0
20210412:0210,0.0,0.0,0.0,-1.15,1.59,0.0
20210412:0310,0.0,0.0,0.0,-1.77,1.72,0.0
20210412:0410,0.0,0.0,0.0,-1.98,1.79,0.0
20210412:0510,0.0,0.0,0.0,-1.86,1.79,0.0
20210412:0610,73.01,121.08,10.0,-1.17,1.52,0.0
20210412:0710,305.79,369.56,19.72,2.29,1.79,0.0
20210412:0810,530.26,622.18,29.08,4.7,2.14,0.0
20210412:0910,428.93,502.38,37.54,6.26,2.76,0.0
20210412:1010,433.88,511.92,44.33,7.44,2.83,0.0
20210412:1110,232.45,281.9,48.47,8.33,2.9,0.0
20210412:1210,269.09,323.89,49.04,8.7,3.1,0.0
20210412:1310,151.35,190.22,45.9,8.83,3.38,0.0
20210412:1410,86.73,116.5,39.79,8.31,3.52,0.0
20210412:1510,102.22,133.79,31.73,7.31,2.55,0.0
20210412:1610,72.72,100.12,22.58,7.19,2.0,0.0
20210412:1710,45.65,68.78,12.92,6.81,2.55,0.0
20210412:1810,1.64,9.33,3.2,6.09,1.59,0.0
20210412:1910,0.0,0.0,0.0,4.7,1.72,0.0
20210412:2010,0.0,0.0,0.0,4.64,1.66,0.0
20210412:2110,0.0,0.0,0.0,4.0,2.0,0.0
20210412:2210,0.0,0.0,0.0,3.0,2.14,0.0
