Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220214:1310,152.96,191.57,25.8,9.93,5.03,0.0
20220214:1410,282.95,335.9,21.52,10.21,4.97,0.0
20220214:1510,390.81,460.16,15.17,9.64,4.55,0.0
20220214:1610,59.81,87.36,7.31,9.28,4.0,0.0
20220214:1710,0.0,0.0,0.0,8.49,3.17,0.0
20220214:1810,0.0,0.0,0.0,7.45,2.83,0.0
20220214:1910,0.0,0.0,0.0,6.69,2.07,0.0
20220214:2010,0.0,0.0,0.0,6.48,2.34,0.0
20220214:2110,0.0,0.0,0.0,6.33,2.62,0.0
20220214:2210,0.0,0.0,0.0,5.73,2.76,0.0
20220214:2310,0.0,0.0,0.0,5.05,3.24,0.0
20220215:0010,0.0,0.0,0.0,4.88,3.45,0.0
20220215:0110,0.0,0.0,0.0,4.44,3.31,0.0
20220215:0210,0.0,0.0,0.0,4.52,3.17,0.0
20220215:0310,0.0,0.0,0.0,4.47,3.24,0.0
20220215:0410,0.0,0.0,0.0,4.36,3.17,0.0
20220215:0510,0.0,0.0,0.0,4.24,3.03,0.0
20220215:0610,0.0,0.0,0.0,3.73,3.1,0.0
20220215:0710,0.0,0.0,0.0,3.55,3.38,0.0
20220215:0810,290.18,341.9,9.72,3.83,3.31,0.0
20220215:0910,504.59,581.77,17.27,5.22,3.66,0.0
20220215:1010,646.43,749.64,23.16,6.93,4.97,0.0
20220215:1110,758.48,888.84,26.84,8.42,5.93,0.0
20220215:1210,391.09,455.57,27.88,9.43,6.41,0.0
20220215:1310,126.46,161.95,26.13,10.07,6.48,0.0
20220215:1410,56.71,82.28,21.83,10.25,6.0,0.0
20220215:1510,30.29,50.28,15.47,10.14,5.66,0.0
20220215:1610,44.32,68.25,7.58,9.52,5.66,0.0
20220215:1710,0.0,0.0,0.0,9.04,5.72,0.0
20220215:1810,0.0,0.0,0.0,8.85,6.0,0.0
20220215:1910,0.0,0.0,0.0,8.42,6.07,0.0
20220215:2010,0.0,0.0,0.0,8.28,6.41,0.0
20220215:2110,0.0,0.0,0.0,8.16,6.48,0.0
20220215:2210,0.0,0.0,0.0,8.27,6.48,0.0
20220215:2310,0.0,0.0,0.0,8.42,6.41,0.0
20220216:0010,0.0,0.0,0.0,8.57,6.14,0.0
20220216:0110,0.0,0.0,0.0,8.59,5.93,0.0
20220216:0210,0.0,0.0,0.0,8.58,5.93,0.0
20220216:0310,0.0,0.0,0.0,8.62,5.93,0.0
20220216:0410,0.0,0.0,0.0,8.9,5.86,0.0
20220216:0510,0.0,0.0,0.0,9.38,6.21,0.0
20220216:0610,0.0,0.0,0.0,9.94,6.41,0.0
20220216:0710,0.0,0.0,0.0,10.97,6.34,0.0
20220216:0810,137.62,175.9,10.01,11.31,6.55,0.0
20220216:0910,86.04,116.64,17.58,11.61,6.69,0.0
20220216:1010,124.48,160.63,23.48,11.76,6.41,0.0
20220216:1110,264.84,317.65,27.18,11.87,6.34,0.0
20220216:1210,231.58,281.23,28.22,12.48,6.9,0.0
20220216:1310,103.27,137.56,26.47,13.13,7.03,0.0
20220216:1410,58.04,85.03,22.15,13.9,7.79,0.0
20220216:1510,42.98,66.74,15.77,13.56,7.1,0.0
20220216:1610,4.38,14.63,7.86,13.07,6.9,0.0
20220216:1710,0.0,0.0,0.0,13.01,7.03,0.0
20220216:1810,0.0,0.0,0.0,13.12,7.31,0.0
20220216:1910,0.0,0.0,0.0,12.6,8.34,0.0
20220216:2010,0.0,0.0,0.0,12.63,8.28,0.0
20220216:2110,0.0,0.0,0.0,12.74,8.34,0.0
20220216:2210,0.0,0.0,0.0,12.81,8.48,0.0
20220216:2310,0.0,0.0,0.0,12.65,8.48,0.0
20220217:0010,0.0,0.0,0.0,12.61,8.76,0.0
20220217:0110,0.0,0.0,0.0,12.39,9.31,0.0
20220217:0210,0.0,0.0,0.0,11.54,9.03,0.0
20220217:0310,0.0,0.0,0.0,10.8,8.48,0.0
20220217:0410,0.0,0.0,0.0,10.38,8.07,0.0
20220217:0510,0.0,0.0,0.0,9.91,7.59,0.0
20220217:0610,0.0,0.0,0.0,9.69,7.24,0.0
20220217:0710,0.0,0.0,0.0,9.17,6.76,0.0
20220217:0810,52.31,76.8,10.31,9.41,6.76,0.0
20220217:0910,53.79,78.63,17.89,9.65,6.48,0.0
20220217:1010,93.6,124.87,23.82,10.21,7.03,0.0
20220217:1110,195.52,238.78,27.52,10.88,8.76,0.0
20220217:1210,656.19,767.6,28.57,11.47,8.0,0.0
20220217:1310,677.86,796.25,26.81,11.81,7.45,0.0
20220217:1410,585.79,686.94,22.47,11.98,6.9,0.0
20220217:1510,412.49,487.43,16.06,11.89,6.14,0.0
20220217:1610,117.05,156.54,8.14,11.37,5.1,0.0
20220217:1710,0.0,0.0,0.0,10.5,4.97,0.0
20220217:1810,0.0,0.0,0.0,10.2,5.1,0.0
20220217:1910,0.0,0.0,0.0,10.12,4.76,0.0
20220217:2010,0.0,0.0,0.0,9.62,3.93,0.0
20220217:2110,0.0,0.0,0.0,9.2,3.31,0.0
20220217:2210,0.0,0.0,0.0,8.6,2.9,0.0
20220217:2310,0.0,0.0,0.0,8.41,2.28,0.0
20220218:0010,0.0,0.0,0.0,8.28,2.28,0.0
20220218:0110,0.0,0.0,0.0,8.17,3.17,0.0
20220218:0210,0.0,0.0,0.0,8.47,4.07,0.0
20220218:0310,0.0,0.0,0.0,8.82,4.83,0.0
20220218:0410,0.0,0.0,0.0,9.41,5.86,0.0
20220218:0510,0.0,0.0,0.0,10.25,6.83,0.0
20220218:0610,0.0,0.0,0.0,10.47,7.1,0.0
20220218:0710,0.0,0.91,1.87,11.03,6.97,0.0
20220218:0810,13.49,28.34,10.6,11.06,7.38,0.0
20220218:0910,31.62,52.11,18.21,11.12,8.0,0.0
20220218:1010,52.61,77.71,24.15,11.39,8.69,0.0
20220218:1110,50.22,74.97,27.87,11.81,9.31,0.0
20220218:1210,46.38,70.4,28.92,12.0,10.0,0.0
20220218:1310,66.1,93.25,27.15,10.48,9.59,0.0
20220218:1410,49.28,73.14,22.79,9.43,9.66,0.0
20220218:1510,90.49,120.73,16.36,9.99,10.34,0.0
20220218:1610,176.92,224.54,8.42,9.47,10.76,0.0
20220218:1710,0.0,0.0,0.0,8.65,8.28,0.0
20220218:1810,0.0,0.0,0.0,8.05,7.59,0.0
20220218:1910,0.0,0.0,0.0,7.33,7.52,0.0
20220218:2010,0.0,0.0,0.0,6.71,7.38,0.0
20220218:2110,0.0,0.0,0.0,6.28,7.45,0.0
20220218:2210,0.0,0.0,0.0,5.86,7.52,0.0
20220218:2310,0.0,0.0,0.0,5.56,7.38,0.0
20220219:0010,0.0,0.0,0.0,5.3,6.9,0.0
20220219:0110,0.0,0.0,0.0,5.13,6.34,0.0
20220219:0210,0.0,0.0,0.0,4.75,5.72,0.0
20220219:0310,0.0,0.0,0.0,4.37,5.17,0.0
20220219:0410,0.0,0.0,0.0,4.0,4.83,0.0
20220219:0510,0.0,0.0,0.0,3.53,4.55,0.0
20220219:0610,0.0,0.0,0.0,3.2,4.34,0.0
20220219:0710,0.0,4.57,2.16,2.92,4.28,0.0
20220219:0810,320.1,373.56,10.91,3.35,4.0,0.0
20220219:0910,534.94,611.87,18.53,4.5,4.62,0.0
20220219:1010,545.59,625.85,24.49,5.7,5.1,0.0
20220219:1110,750.34,872.12,28.23,7.0,6.07,0.0
20220219:1210,755.85,881.63,29.28,7.88,6.34,0.0
20220219:1310,724.51,843.65,27.49,8.44,6.55,0.0
20220219:1410,250.38,296.88,23.12,8.65,6.48,0.0
20220219:1510,78.51,106.76,16.66,8.47,6.07,0.0
20220219:1610,24.9,43.2,8.7,8.04,6.69,0.0
20220219:1710,0.0,0.0,0.0,7.04,7.24,0.0
20220219:1810,0.0,0.0,0.0,6.76,7.79,0.0
20220219:1910,0.0,0.0,0.0,7.77,8.34,0.0
20220219:2010,0.0,0.0,0.0,7.88,8.14,0.0
20220219:2110,0.0,0.0,0.0,8.07,7.66,0.0
20220219:2210,0.0,0.0,0.0,8.33,6.9,0.0
20220219:2310,0.0,0.0,0.0,8.28,6.0,0.0
20220220:0010,0.0,0.0,0.0,7.75,5.38,0.0
20220220:0110,0.0,0.0,0.0,7.68,5.17,0.0
20220220:0210,0.0,0.0,0.0,7.74,5.24,0.0
20220220:0310,0.0,0.0,0.0,7.5,5.45,0.0
20220220:0410,0.0,0.0,0.0,7.57,5.59,0.0
20220220:0510,0.0,0.0,0.0,7.47,5.59,0.0
20220220:0610,0.0,0.0,0.0,7.73,5.79,0.0
20220220:0710,0.0,2.74,2.45,7.7,5.79,0.0
20220220:0810,18.44,34.74,11.21,8.18,6.07,0.0
20220220:0910,135.02,169.85,18.85,8.73,6.48,0.0
20220220:1010,65.62,92.34,24.83,9.24,6.62,0.0
20220220:1110,74.86,103.31,28.58,9.95,6.9,0.0
20220220:1210,84.08,114.28,29.63,10.96,8.9,0.0
20220220:1310,65.7,93.25,27.84,11.7,9.03,0.0
20220220:1410,32.94,53.94,23.44,11.94,7.66,0.0
20220220:1510,77.98,107.51,16.97,11.81,7.66,0.0
20220220:1610,33.23,54.49,8.98,11.37,7.66,0.0
20220220:1710,0.0,0.0,0.0,11.16,7.93,0.0
20220220:1810,0.0,0.0,0.0,11.41,8.48,0.0
20220220:1910,0.0,0.0,0.0,11.59,8.97,0.0
20220220:2010,0.0,0.0,0.0,11.21,9.59,0.0
20220220:2110,0.0,0.0,0.0,10.8,9.93,0.0
20220220:2210,0.0,0.0,0.0,10.23,9.72,0.0
20220220:2310,0.0,0.0,0.0,9.48,9.38,0.0
20220221:0010,0.0,0.0,0.0,7.78,9.03,0.0
20220221:0110,0.0,0.0,0.0,6.37,7.79,0.0
20220221:0210,0.0,0.0,0.0,6.1,7.52,0.0
20220221:0310,0.0,0.0,0.0,5.57,7.31,0.0
20220221:0410,0.0,0.0,0.0,5.01,7.72,0.0
20220221:0510,0.0,0.0,0.0,4.32,7.66,0.0
20220221:0610,0.0,0.0,0.0,4.37,7.31,0.0
20220221:0710,0.0,5.49,2.74,4.74,6.55,0.0
20220221:0810,101.96,131.69,11.52,5.27,7.17,0.0
20220221:0910,511.17,583.84,19.18,6.4,6.76,0.0
20220221:1010,249.58,293.89,25.18,7.37,8.0,0.0
20220221:1110,667.8,763.6,28.94,8.48,10.62,0.0
20220221:1210,35.79,56.68,29.99,8.44,8.83,0.0
20220221:1310,26.8,45.71,28.18,9.39,9.52,0.0
20220221:1410,18.28,34.74,23.77,9.93,10.41,0.0
20220221:1510,46.11,69.48,17.27,9.81,8.83,0.0
20220221:1610,53.64,79.09,9.26,9.37,8.48,0.0
20220221:1710,0.0,0.0,0.0,8.97,6.97,0.0
20220221:1810,0.0,0.0,0.0,8.39,6.0,0.0
20220221:1910,0.0,0.0,0.0,7.89,5.66,0.0
20220221:2010,0.0,0.0,0.0,7.67,5.45,0.0
20220221:2110,0.0,0.0,0.0,7.52,5.17,0.0
20220221:2210,0.0,0.0,0.0,7.45,4.83,0.0
20220221:2310,0.0,0.0,0.0,7.16,4.28,0.0
20220222:0010,0.0,0.0,0.0,6.67,3.86,0.0
20220222:0110,0.0,0.0,0.0,6.0,3.31,0.0
20220222:0210,0.0,0.0,0.0,5.53,2.97,0.0
20220222:0310,0.0,0.0,0.0,5.11,3.1,0.0
20220222:0410,0.0,0.0,0.0,4.67,3.24,0.0
20220222:0510,0.0,0.0,0.0,4.32,3.17,0.0
20220222:0610,0.0,0.0,0.0,4.18,3.1,0.0
20220222:0710,1.12,8.23,3.04,5.22,3.45,0.0
20220222:0810,164.57,202.46,11.84,6.0,3.52,0.0
20220222:0910,85.54,114.24,19.51,6.87,3.86,0.0
20220222:1010,32.15,52.11,25.53,7.59,4.34,0.0
20220222:1110,35.76,56.68,29.31,8.24,4.34,0.0
20220222:1210,212.01,257.23,30.36,9.48,5.03,0.0
20220222:1310,110.23,144.75,28.53,11.79,7.17,0.0
20220222:1410,141.68,180.14,24.1,12.03,6.9,0.0
20220222:1510,139.43,177.15,17.57,11.52,5.79,0.0
20220222:1610,77.78,108.92,9.54,11.23,5.66,0.0
20220222:1710,0.0,0.0,0.0,10.82,5.38,0.0
20220222:1810,0.0,0.0,0.0,10.72,5.38,0.0
20220222:1910,0.0,0.0,0.0,11.18,5.86,0.0
20220222:2010,0.0,0.0,0.0,10.74,5.79,0.0
20220222:2110,0.0,0.0,0.0,9.97,5.38,0.0
20220222:2210,0.0,0.0,0.0,8.86,4.0,0.0
20220222:2310,0.0,0.0,0.0,8.17,3.31,0.0
20220223:0010,0.0,0.0,0.0,7.4,2.83,0.0
20220223:0110,0.0,0.0,0.0,6.64,2.55,0.0
20220223:0210,0.0,0.0,0.0,5.92,2.28,0.0
20220223:0310,0.0,0.0,0.0,5.08,2.21,0.0
20220223:0410,0.0,0.0,0.0,4.58,1.93,0.0
20220223:0510,0.0,0.0,0.0,3.8,1.93,0.0
20220223:0610,0.0,0.0,0.0,3.04,1.66,0.0
20220223:0710,5.72,16.9,3.35,2.47,1.17,0.0
20220223:0810,289.1,343.76,12.16,3.71,0.83,0.0
20220223:0910,358.99,424.03,19.85,6.32,0.97,0.0
20220223:1010,367.6,436.12,25.89,8.03,1.45,0.0
20220223:1110,479.34,567.05,29.67,9.37,2.97,0.0
20220223:1210,185.68,229.49,30.72,10.26,3.66,0.0
20220223:1310,268.77,322.83,28.89,10.58,3.86,0.0
20220223:1410,99.36,131.99,24.43,10.52,3.93,0.0
20220223:1510,62.42,89.12,17.87,10.28,3.59,0.0
20220223:1610,52.33,77.8,9.82,10.04,3.03,0.0
20220223:1710,0.0,0.0,0.0,9.58,2.83,0.0
20220223:1810,0.0,0.0,0.0,8.99,2.28,0.0
20220223:1910,0.0,0.0,0.0,8.5,1.72,0.0
20220223:2010,0.0,0.0,0.0,8.1,2.0,0.0
20220223:2110,0.0,0.0,0.0,7.74,2.14,0.0
20220223:2210,0.0,0.0,0.0,7.53,2.28,0.0
20220223:2310,0.0,0.0,0.0,7.37,2.34,0.0
20220224:0010,0.0,0.0,0.0,7.19,2.28,0.0
20220224:0110,0.0,0.0,0.0,7.05,2.21,0.0
20220224:0210,0.0,0.0,0.0,6.68,2.21,0.0
20220224:0310,0.0,0.0,0.0,6.41,2.48,0.0
20220224:0410,0.0,0.0,0.0,6.63,2.55,0.0
20220224:0510,0.0,0.0,0.0,6.51,2.83,0.0
20220224:0610,0.0,0.0,0.0,6.59,3.31,0.0
20220224:0710,2.47,10.97,3.65,7.08,3.52,0.0
20220224:0810,135.43,170.74,12.48,7.42,4.14,0.0
20220224:0910,243.87,290.19,20.19,8.26,4.55,0.0
20220224:1010,343.25,401.64,26.24,9.25,6.0,0.0
20220224:1110,782.82,923.42,30.04,9.96,6.55,0.0
20220224:1210,28.05,47.54,31.09,10.76,8.62,0.0
20220224:1310,25.2,43.88,29.24,10.52,7.24,0.0
20220224:1410,33.46,53.94,24.75,8.89,7.59,0.0
20220224:1510,37.58,58.51,18.18,6.74,6.55,0.0
20220224:1610,60.79,86.44,10.1,6.15,6.21,0.0
20220224:1710,0.0,0.0,0.0,5.71,6.41,0.0
20220224:1810,0.0,0.0,0.0,4.99,5.52,0.0
20220224:1910,0.0,0.0,0.0,4.8,5.38,0.0
20220224:2010,0.0,0.0,0.0,4.13,4.41,0.0
20220224:2110,0.0,0.0,0.0,3.58,3.93,0.0
20220224:2210,0.0,0.0,0.0,3.31,4.14,0.0
20220224:2310,0.0,0.0,0.0,3.3,4.34,0.0
20220225:0010,0.0,0.0,0.0,3.16,4.34,0.0
20220225:0110,0.0,0.0,0.0,3.0,4.34,0.0
20220225:0210,0.0,0.0,0.0,2.65,4.34,0.0
20220225:0310,0.0,0.0,0.0,2.47,4.21,0.0
20220225:0410,0.0,0.0,0.0,2.34,4.21,0.0
20220225:0510,0.0,0.0,0.0,2.48,4.34,0.0
20220225:0610,0.0,0.0,0.0,2.44,4.34,0.0
20220225:0710,2.56,10.97,3.97,2.46,4.21,0.0
20220225:0810,361.28,419.99,12.8,3.53,3.86,0.0
20220225:0910,564.47,649.77,20.53,5.02,4.21,0.0
20220225:1010,700.32,814.19,26.6,6.81,5.24,0.0
20220225:1110,608.7,706.49,30.41,7.83,5.72,0.0
20220225:1210,595.07,693.26,31.46,8.25,5.38,0.0
20220225:1310,338.79,397.29,29.59,8.76,5.31,0.0
20220225:1410,430.74,502.39,25.09,9.09,5.03,0.0
20220225:1510,165.53,204.62,18.48,9.0,4.69,0.0
20220225:1610,244.16,303.72,10.39,8.42,3.93,0.0
20220225:1710,0.0,0.0,0.0,7.35,2.97,0.0
20220225:1810,0.0,0.0,0.0,5.87,2.28,0.0
20220225:1910,0.0,0.0,0.0,4.96,2.28,0.0
20220225:2010,0.0,0.0,0.0,4.34,2.0,0.0
20220225:2110,0.0,0.0,0.0,3.07,2.0,0.0
20220225:2210,0.0,0.0,0.0,1.7,1.72,0.0
20220225:2310,0.0,0.0,0.0,1.1,1.45,0.0
20220226:0010,0.0,0.0,0.0,1.47,1.1,0.0
20220226:0110,0.0,0.0,0.0,1.81,0.9,0.0
20220226:0210,0.0,0.0,0.0,-0.16,1.31,0.0
20220226:0310,0.0,0.0,0.0,-1.11,1.38,0.0
20220226:0410,0.0,0.0,0.0,-1.7,1.38,0.0
20220226:0510,0.0,0.0,0.0,-2.33,1.45,0.0
20220226:0610,0.0,0.0,0.0,-2.97,1.79,0.0
20220226:0710,18.13,34.45,4.28,-2.67,1.93,0.0
20220226:0810,363.58,420.25,13.13,-0.47,1.52,0.0
20220226:0910,567.57,660.9,20.88,3.44,2.0,0.0
20220226:1010,701.35,827.92,26.97,5.52,2.9,0.0
20220226:1110,804.9,961.38,30.78,7.0,3.72,0.0
20220226:1210,780.63,933.93,31.83,7.95,3.79,0.0
20220226:1310,768.14,921.25,29.95,8.6,3.66,0.0
20220226:1410,646.15,765.64,25.42,8.96,3.66,0.0
20220226:1510,489.33,576.32,18.79,8.9,3.79,0.0
20220226:1610,238.31,296.83,10.67,8.34,3.38,0.0
20220226:1710,0.0,0.0,0.0,6.95,3.17,0.0
20220226:1810,0.0,0.0,0.0,5.25,3.24,0.0
20220226:1910,0.0,0.0,0.0,4.6,3.79,0.0
20220226:2010,0.0,0.0,0.0,3.91,3.72,0.0
20220226:2110,0.0,0.0,0.0,3.21,3.86,0.0
20220226:2210,0.0,0.0,0.0,2.75,4.48,0.0
20220226:2310,0.0,0.0,0.0,2.44,4.69,0.0
20220227:0010,0.0,0.0,0.0,2.05,4.34,0.0
20220227:0110,0.0,0.0,0.0,1.55,3.93,0.0
20220227:0210,0.0,0.0,0.0,1.07,3.72,0.0
20220227:0310,0.0,0.0,0.0,0.64,3.59,0.0
20220227:0410,0.0,0.0,0.0,0.26,3.59,0.0
20220227:0510,0.0,0.0,0.0,-0.06,3.52,0.0
20220227:0610,0.0,0.0,0.0,-0.35,3.45,0.0
20220227:0710,24.42,43.44,4.6,0.08,3.38,0.0
20220227:0810,392.03,451.12,13.46,1.16,3.38,0.0
20220227:0910,593.1,676.97,21.23,3.03,4.34,0.0
20220227:1010,722.73,837.02,27.33,4.88,4.83,0.0
20220227:1110,805.32,949.69,31.16,6.53,4.76,0.0
20220227:1210,771.68,914.52,32.21,7.89,4.69,0.0
20220227:1310,780.51,930.39,30.31,8.86,4.55,0.0
20220227:1410,649.93,768.5,25.75,9.45,4.28,0.0
20220227:1510,492.25,580.86,19.09,9.6,4.07,0.0
20220227:1610,245.17,305.83,10.95,9.14,3.45,0.0
20220227:1710,0.0,2.74,1.85,7.73,3.24,0.0
20220227:1810,0.0,0.0,0.0,5.88,3.17,0.0
20220227:1910,0.0,0.0,0.0,5.39,3.38,0.0
20220227:2010,0.0,0.0,0.0,4.58,3.38,0.0
20220227:2110,0.0,0.0,0.0,3.91,3.38,0.0
20220227:2210,0.0,0.0,0.0,3.38,3.45,0.0
20220227:2310,0.0,0.0,0.0,2.89,3.38,0.0
20220228:0010,0.0,0.0,0.0,2.34,3.24,0.0
20220228:0110,0.0,0.0,0.0,1.74,3.17,0.0
20220228:0210,0.0,0.0,0.0,1.17,3.03,0.0
20220228:0310,0.0,0.0,0.0,0.63,3.03,0.0
20220228:0410,0.0,0.0,0.0,0.16,3.03,0.0
20220228:0510,0.0,0.0,0.0,-0.3,2.83,0.0
20220228:0610,0.0,0.0,0.0,-0.9,2.41,0.0
20220228:0710,28.91,48.95,4.92,-1.37,1.93,0.0
20220228:0810,381.56,440.6,13.8,0.24,2.0,0.0
20220228:0910,585.32,676.89,21.58,3.09,2.69,0.0
20220228:1010,707.96,838.99,27.7,5.5,2.69,0.0
20220228:1110,781.9,953.06,31.54,7.49,2.28,0.0
20220228:1210,715.68,868.82,32.58,8.94,2.48,0.0
20220228:1310,761.58,932.63,30.67,9.86,2.55,0.0
20220228:1410,643.1,776.35,26.08,10.32,2.55,0.0
20220228:1510,452.96,541.04,19.4,10.37,2.62,0.0
20220228:1610,181.09,230.62,11.23,9.91,2.21,0.0
20220228:1710,0.0,5.49,2.12,8.5,2.07,0.0
20220228:1810,0.0,0.0,0.0,6.61,2.41,0.0
20220228:1910,0.0,0.0,0.0,5.6,2.28,0.0
20220228:2010,0.0,0.0,0.0,3.96,2.55,0.0
20220228:2110,0.0,0.0,0.0,2.97,2.48,0.0
20220228:2210,0.0,0.0,0.0,1.94,2.14,0.0
20220228:2310,0.0,0.0,0.0,1.02,2.14,0.0
20220301:0010,0.0,0.0,0.0,0.58,2.07,0.0
20220301:0110,0.0,0.0,0.0,0.39,1.86,0.0
20220301:0210,0.0,0.0,0.0,0.23,2.0,0.0
20220301:0310,0.0,0.0,0.0,0.39,1.93,0.0
20220301:0410,0.0,0.0,0.0,0.15,2.0,0.0
20220301:0510,0.0,0.0,0.0,0.4,1.86,0.0
20220301:0610,0.0,0.0,0.0,0.39,1.93,0.0
20220301:0710,0.0,4.57,5.24,1.04,1.79,0.0
20220301:0810,11.41,24.68,14.13,2.9,1.24,0.0
20220301:0910,134.97,168.87,21.93,4.49,0.83,0.0
20220301:1010,67.13,93.25,28.07,5.38,0.21,0.0
20220301:1110,151.95,190.16,31.92,6.16,0.34,0.0
20220301:1210,107.9,140.79,32.96,7.41,0.9,0.0
20220301:1310,291.65,349.57,31.03,7.94,1.1,0.0
20220301:1410,195.02,239.56,26.41,8.2,0.9,0.0
20220301:1510,288.77,347.56,19.7,8.61,0.9,0.0
20220301:1610,104.63,139.6,11.51,8.72,1.1,0.0
20220301:1710,0.0,4.57,2.39,8.16,1.52,0.0
20220301:1810,0.0,0.0,0.0,6.74,1.93,0.0
20220301:1910,0.0,0.0,0.0,6.98,2.83,0.0
20220301:2010,0.0,0.0,0.0,6.6,2.55,0.0
20220301:2110,0.0,0.0,0.0,5.83,2.0,0.0
20220301:2210,0.0,0.0,0.0,4.8,2.0,0.0
20220301:2310,0.0,0.0,0.0,3.92,2.07,0.0
20220302:0010,0.0,0.0,0.0,3.39,2.21,0.0
20220302:0110,0.0,0.0,0.0,3.33,2.14,0.0
20220302:0210,0.0,0.0,0.0,3.2,2.28,0.0
20220302:0310,0.0,0.0,0.0,3.09,2.0,0.0
20220302:0410,0.0,0.0,0.0,2.82,2.14,0.0
20220302:0510,0.0,0.0,0.0,2.41,2.21,0.0
20220302:0610,0.0,0.0,0.0,2.57,2.07,0.0
20220302:0710,14.2,28.93,5.57,3.75,2.62,0.0
20220302:0810,84.36,111.93,14.47,4.25,2.55,0.0
20220302:0910,109.94,140.83,22.29,4.67,2.07,0.0
20220302:1010,262.01,309.43,28.45,5.05,2.14,0.0
20220302:1110,363.63,426.04,32.31,5.68,2.07,0.0
20220302:1210,273.11,323.99,33.34,6.05,2.14,0.0
20220302:1310,189.2,230.65,31.39,6.63,2.34,0.0
20220302:1410,142.62,179.11,26.75,7.43,2.48,0.0
20220302:1510,129.84,164.66,20.01,7.34,2.0,0.0
20220302:1610,53.54,78.26,11.8,7.55,2.0,0.0
20220302:1710,0.0,2.74,2.65,7.3,1.86,0.0
20220302:1810,0.0,0.0,0.0,6.49,1.93,0.0
20220302:1910,0.0,0.0,0.0,6.59,2.28,0.0
20220302:2010,0.0,0.0,0.0,6.01,1.59,0.0
20220302:2110,0.0,0.0,0.0,5.42,1.38,0.0
20220302:2210,0.0,0.0,0.0,5.14,1.52,0.0
20220302:2310,0.0,0.0,0.0,3.85,1.79,0.0
20220303:0010,0.0,0.0,0.0,2.9,1.93,0.0
20220303:0110,0.0,0.0,0.0,2.2,2.07,0.0
20220303:0210,0.0,0.0,0.0,1.76,2.0,0.0
20220303:0310,0.0,0.0,0.0,1.43,1.93,0.0
20220303:0410,0.0,0.0,0.0,1.5,1.93,0.0
20220303:0510,0.0,0.0,0.0,0.79,2.0,0.0
20220303:0610,0.0,0.0,0.0,0.53,2.0,0.0
20220303:0710,34.22,55.88,5.9,2.19,1.66,0.0
20220303:0810,314.87,372.94,14.82,4.73,1.38,0.0
20220303:0910,486.97,578.05,22.65,7.49,1.45,0.0
20220303:1010,245.37,297.5,28.82,9.1,1.24,0.0
20220303:1110,124.42,161.06,32.69,9.91,1.38,0.0
20220303:1210,101.4,135.31,33.72,11.28,1.66,0.0
20220303:1310,69.71,98.74,31.75,12.41,1.86,0.0
20220303:1410,40.05,63.08,27.08,12.66,1.79,0.0
20220303:1510,31.29,52.11,20.31,12.48,1.45,0.0
20220303:1610,22.83,41.14,12.08,12.02,1.1,0.0
20220303:1710,0.0,3.66,2.92,11.56,1.31,0.0
20220303:1810,0.0,0.0,0.0,10.77,1.31,0.0
20220303:1910,0.0,0.0,0.0,9.78,1.03,0.0
20220303:2010,0.0,0.0,0.0,9.36,0.83,0.0
20220303:2110,0.0,0.0,0.0,8.42,1.24,0.0
20220303:2210,0.0,0.0,0.0,7.74,1.59,0.0
20220303:2310,0.0,0.0,0.0,7.62,1.38,0.0
20220304:0010,0.0,0.0,0.0,7.51,1.24,0.0
20220304:0110,0.0,0.0,0.0,7.46,1.24,0.0
20220304:0210,0.0,0.0,0.0,6.8,1.72,0.0
20220304:0310,0.0,0.0,0.0,6.28,2.21,0.0
20220304:0410,0.0,0.0,0.0,5.61,2.62,0.0
20220304:0510,0.0,0.0,0.0,4.42,2.55,0.0
20220304:0610,0.0,0.0,0.0,3.68,2.14,0.0
20220304:0710,13.95,28.73,6.23,5.42,1.86,0.0
20220304:0810,65.46,91.16,15.16,5.73,1.86,0.0
20220304:0910,140.55,176.12,23.01,6.42,1.72,0.0
20220304:1010,323.84,383.86,29.2,7.14,1.59,0.0
20220304:1110,609.69,736.34,33.08,8.09,1.52,0.0
20220304:1210,690.75,852.04,34.1,9.62,1.45,0.0
20220304:1310,709.5,882.66,32.11,10.4,1.31,0.0
20220304:1410,586.68,717.47,27.42,11.14,1.38,0.0
20220304:1510,371.82,448.81,20.62,11.45,1.72,0.0
20220304:1610,248.29,313.82,12.36,11.11,1.66,0.0
20220304:1710,4.07,14.9,3.18,10.08,1.72,0.0
20220304:1810,0.0,0.0,0.0,8.63,1.93,0.0
20220304:1910,0.0,0.0,0.0,7.24,2.0,0.0
20220304:2010,0.0,0.0,0.0,6.12,1.79,0.0
20220304:2110,0.0,0.0,0.0,5.36,1.79,0.0
20220304:2210,0.0,0.0,0.0,4.25,1.79,0.0
20220304:2310,0.0,0.0,0.0,3.43,1.72,0.0
20220305:0010,0.0,0.0,0.0,2.32,2.0,0.0
20220305:0110,0.0,0.0,0.0,1.63,2.14,0.0
20220305:0210,0.0,0.0,0.0,0.98,2.14,0.0
