Latitude (decimal degrees):	49.418
Longitude (decimal degrees):	2.826
Elevation (m):	43
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230216:1010,272.61,322.04,23.48,7.51,3.52,0.0
20230216:1110,242.97,291.2,27.18,9.01,4.07,0.0
20230216:1210,426.93,501.5,28.22,9.62,4.07,0.0
20230216:1310,307.24,364.32,26.47,9.61,3.79,0.0
20230216:1410,533.48,628.3,22.15,9.87,3.86,0.0
20230216:1510,159.18,198.45,15.77,9.96,4.21,0.0
20230216:1610,25.16,44.04,7.86,9.88,4.41,0.0
20230216:1710,0.0,0.0,0.0,9.67,4.48,0.0
20230216:1810,0.0,0.0,0.0,9.48,4.55,0.0
20230216:1910,0.0,0.0,0.0,10.21,4.28,0.0
20230216:2010,0.0,0.0,0.0,10.04,4.28,0.0
20230216:2110,0.0,0.0,0.0,9.86,4.28,0.0
20230216:2210,0.0,0.0,0.0,9.91,4.34,0.0
20230216:2310,0.0,0.0,0.0,9.95,4.28,0.0
20230217:0010,0.0,0.0,0.0,10.06,4.28,0.0
20230217:0110,0.0,0.0,0.0,10.07,4.28,0.0
20230217:0210,0.0,0.0,0.0,10.05,4.21,0.0
20230217:0310,0.0,0.0,0.0,10.01,3.93,0.0
20230217:0410,0.0,0.0,0.0,9.97,3.86,0.0
20230217:0510,0.0,0.0,0.0,10.02,4.07,0.0
20230217:0610,0.0,0.0,0.0,10.11,4.28,0.0
20230217:0710,0.0,0.0,0.0,10.47,4.41,0.0
20230217:0810,36.29,57.89,10.31,10.66,4.55,0.0
20230217:0910,71.49,99.87,17.89,11.05,4.76,0.0
20230217:1010,45.92,69.91,23.82,11.83,5.45,0.0
20230217:1110,46.52,70.83,27.52,12.59,5.79,0.0
20230217:1210,164.19,206.97,28.57,13.27,6.21,0.0
20230217:1310,54.69,80.95,26.81,13.43,5.72,0.0
20230217:1410,41.09,64.39,22.47,13.27,5.59,0.0
20230217:1510,152.31,192.74,16.06,12.6,4.76,0.0
20230217:1610,85.41,119.52,8.14,11.97,4.83,0.0
20230217:1710,0.0,0.0,0.0,11.18,4.41,0.0
20230217:1810,0.0,0.0,0.0,10.81,4.28,0.0
20230217:1910,0.0,0.0,0.0,11.1,4.28,0.0
20230217:2010,0.0,0.0,0.0,10.83,4.0,0.0
20230217:2110,0.0,0.0,0.0,10.69,3.79,0.0
20230217:2210,0.0,0.0,0.0,10.46,3.72,0.0
20230217:2310,0.0,0.0,0.0,10.24,3.79,0.0
20230218:0010,0.0,0.0,0.0,10.08,3.93,0.0
20230218:0110,0.0,0.0,0.0,9.87,4.0,0.0
20230218:0210,0.0,0.0,0.0,9.73,4.07,0.0
20230218:0310,0.0,0.0,0.0,9.42,4.07,0.0
20230218:0410,0.0,0.0,0.0,8.94,4.14,0.0
20230218:0510,0.0,0.0,0.0,8.63,4.34,0.0
20230218:0610,0.0,0.0,0.0,8.42,4.76,0.0
20230218:0710,0.0,0.92,1.87,8.63,4.76,0.0
20230218:0810,18.54,34.96,10.6,8.7,4.9,0.0
20230218:0910,38.17,59.79,18.21,9.0,4.76,0.0
20230218:1010,62.02,88.31,24.15,9.63,6.34,0.0
20230218:1110,53.25,78.19,27.87,10.21,5.93,0.0
20230218:1210,110.66,144.74,28.92,10.58,5.45,0.0
20230218:1310,38.56,60.71,27.15,10.94,5.24,0.0
20230218:1410,49.13,73.59,22.79,11.15,5.31,0.0
20230218:1510,12.3,26.68,16.36,11.12,4.83,0.0
20230218:1610,8.54,21.16,8.42,10.92,4.41,0.0
20230218:1710,0.0,0.0,0.0,10.67,4.41,0.0
20230218:1810,0.0,0.0,0.0,10.51,4.55,0.0
20230218:1910,0.0,0.0,0.0,10.31,4.83,0.0
20230218:2010,0.0,0.0,0.0,10.15,4.9,0.0
20230218:2110,0.0,0.0,0.0,10.13,4.97,0.0
20230218:2210,0.0,0.0,0.0,10.15,4.97,0.0
20230218:2310,0.0,0.0,0.0,10.17,5.03,0.0
20230219:0010,0.0,0.0,0.0,10.17,4.9,0.0
20230219:0110,0.0,0.0,0.0,10.08,4.83,0.0
20230219:0210,0.0,0.0,0.0,9.84,4.69,0.0
20230219:0310,0.0,0.0,0.0,9.51,4.34,0.0
20230219:0410,0.0,0.0,0.0,9.24,4.07,0.0
20230219:0510,0.0,0.0,0.0,9.13,3.93,0.0
20230219:0610,0.0,0.0,0.0,9.06,3.86,0.0
20230219:0710,0.0,0.92,2.16,9.13,3.79,0.0
20230219:0810,120.2,155.17,10.91,9.22,3.59,0.0
20230219:0910,375.55,441.71,18.53,9.66,3.93,0.0
20230219:1010,93.15,124.62,24.49,10.14,4.28,0.0
20230219:1110,463.15,546.33,28.23,10.37,3.93,0.0
20230219:1210,364.05,431.62,29.28,10.67,3.86,0.0
20230219:1310,241.55,292.22,27.49,10.87,3.93,0.0
20230219:1410,195.81,240.66,23.12,11.1,3.93,0.0
20230219:1510,239.2,290.06,16.66,11.14,3.79,0.0
20230219:1610,163.29,212.7,8.7,10.89,3.17,0.0
20230219:1710,0.0,0.0,0.0,9.82,2.07,0.0
20230219:1810,0.0,0.0,0.0,8.4,2.0,0.0
20230219:1910,0.0,0.0,0.0,7.78,1.93,0.0
20230219:2010,0.0,0.0,0.0,6.61,2.07,0.0
20230219:2110,0.0,0.0,0.0,5.73,2.07,0.0
20230219:2210,0.0,0.0,0.0,5.03,2.07,0.0
20230219:2310,0.0,0.0,0.0,4.44,2.07,0.0
20230220:0010,0.0,0.0,0.0,4.24,2.21,0.0
20230220:0110,0.0,0.0,0.0,4.15,2.48,0.0
20230220:0210,0.0,0.0,0.0,4.37,2.55,0.0
20230220:0310,0.0,0.0,0.0,4.33,2.48,0.0
20230220:0410,0.0,0.0,0.0,4.63,2.41,0.0
20230220:0510,0.0,0.0,0.0,4.87,2.41,0.0
20230220:0610,0.0,0.0,0.0,4.66,2.41,0.0
20230220:0710,0.0,2.76,2.45,4.39,2.21,0.0
20230220:0810,75.66,102.52,11.21,4.78,1.93,0.0
20230220:0910,70.74,97.19,18.85,5.87,2.69,0.0
20230220:1010,84.29,113.15,24.83,6.87,2.9,0.0
20230220:1110,313.31,370.14,28.58,7.77,2.83,0.0
20230220:1210,673.65,806.14,29.63,8.74,2.97,0.0
20230220:1310,690.57,829.88,27.84,9.43,2.97,0.0
20230220:1410,598.47,713.65,23.44,10.02,3.03,0.0
20230220:1510,422.35,503.25,16.97,10.22,2.9,0.0
20230220:1610,206.03,263.73,8.98,9.95,2.48,0.0
20230220:1710,0.0,0.0,0.0,8.72,2.0,0.0
20230220:1810,0.0,0.0,0.0,7.23,2.07,0.0
20230220:1910,0.0,0.0,0.0,6.28,1.93,0.0
20230220:2010,0.0,0.0,0.0,4.97,1.93,0.0
20230220:2110,0.0,0.0,0.0,3.81,1.86,0.0
20230220:2210,0.0,0.0,0.0,2.8,1.79,0.0
20230220:2310,0.0,0.0,0.0,2.62,1.38,0.0
20230221:0010,0.0,0.0,0.0,3.9,0.69,0.0
20230221:0110,0.0,0.0,0.0,3.48,0.55,0.0
20230221:0210,0.0,0.0,0.0,2.98,0.55,0.0
20230221:0310,0.0,0.0,0.0,1.4,0.48,0.0
20230221:0410,0.0,0.0,0.0,0.53,0.48,0.0
20230221:0510,0.0,0.0,0.0,0.54,0.83,0.0
20230221:0610,0.0,0.0,0.0,0.66,1.03,0.0
20230221:0710,0.0,4.6,2.74,0.08,0.97,0.0
20230221:0810,142.56,175.29,11.52,0.87,0.97,0.0
20230221:0910,165.46,200.46,19.18,2.6,1.17,0.0
20230221:1010,186.46,225.68,25.18,4.65,1.52,0.0
20230221:1110,227.61,274.33,28.94,7.07,1.72,0.0
20230221:1210,477.7,570.68,29.99,9.43,1.86,0.0
20230221:1310,424.23,510.53,28.18,11.52,1.86,0.0
20230221:1410,444.29,537.9,23.77,12.86,1.86,0.0
20230221:1510,397.95,485.14,17.27,13.52,1.86,0.0
20230221:1610,194.11,253.56,9.26,13.19,1.45,0.0
20230221:1710,0.0,0.0,0.0,12.01,1.93,0.0
20230221:1810,0.0,0.0,0.0,10.22,2.28,0.0
20230221:1910,0.0,0.0,0.0,8.6,2.41,0.0
20230221:2010,0.0,0.0,0.0,7.83,2.41,0.0
20230221:2110,0.0,0.0,0.0,7.11,2.41,0.0
20230221:2210,0.0,0.0,0.0,6.43,2.41,0.0
20230221:2310,0.0,0.0,0.0,6.01,2.28,0.0
20230222:0010,0.0,0.0,0.0,5.67,2.14,0.0
20230222:0110,0.0,0.0,0.0,5.3,2.07,0.0
20230222:0210,0.0,0.0,0.0,5.03,2.14,0.0
20230222:0310,0.0,0.0,0.0,4.99,1.93,0.0
20230222:0410,0.0,0.0,0.0,5.07,2.07,0.0
20230222:0510,0.0,0.0,0.0,5.23,2.41,0.0
20230222:0610,0.0,0.0,0.0,5.13,2.55,0.0
20230222:0710,0.0,2.76,3.04,5.3,2.69,0.0
20230222:0810,22.32,39.56,11.84,6.12,2.48,0.0
20230222:0910,71.77,98.96,19.51,7.49,3.24,0.0
20230222:1010,82.88,112.23,25.53,8.57,3.59,0.0
20230222:1110,43.33,66.23,29.31,9.59,3.59,0.0
20230222:1210,37.15,58.87,30.36,10.23,3.52,0.0
20230222:1310,53.91,79.11,28.53,10.27,3.52,0.0
20230222:1410,31.98,52.43,24.1,10.01,2.9,0.0
20230222:1510,46.29,69.91,17.57,9.72,2.28,0.0
20230222:1610,6.22,17.48,9.54,9.4,1.93,0.0
20230222:1710,0.0,0.0,0.0,8.93,1.66,0.0
20230222:1810,0.0,0.0,0.0,8.52,1.52,0.0
20230222:1910,0.0,0.0,0.0,8.43,1.52,0.0
20230222:2010,0.0,0.0,0.0,8.23,1.45,0.0
20230222:2110,0.0,0.0,0.0,8.06,1.52,0.0
20230222:2210,0.0,0.0,0.0,7.96,1.52,0.0
20230222:2310,0.0,0.0,0.0,7.89,1.59,0.0
20230223:0010,0.0,0.0,0.0,7.8,1.66,0.0
20230223:0110,0.0,0.0,0.0,7.63,1.86,0.0
20230223:0210,0.0,0.0,0.0,7.4,1.93,0.0
20230223:0310,0.0,0.0,0.0,7.1,1.93,0.0
20230223:0410,0.0,0.0,0.0,6.81,1.86,0.0
20230223:0510,0.0,0.0,0.0,6.57,1.72,0.0
20230223:0610,0.0,0.0,0.0,5.96,1.59,0.0
20230223:0710,0.72,7.36,3.35,5.91,1.17,0.0
20230223:0810,128.41,162.93,12.16,6.18,1.52,0.0
20230223:0910,204.07,247.32,19.85,7.07,1.31,0.0
20230223:1010,122.86,157.91,25.89,8.13,1.31,0.0
20230223:1110,201.64,247.29,29.67,8.97,1.79,0.0
20230223:1210,219.76,268.61,30.72,9.97,2.21,0.0
20230223:1310,108.4,142.81,28.89,10.51,2.0,0.0
20230223:1410,40.72,63.47,24.43,10.93,2.14,0.0
20230223:1510,18.99,35.88,17.87,10.94,2.76,0.0
20230223:1610,1.97,10.12,9.82,10.64,2.76,0.0
20230223:1710,0.0,0.0,0.0,9.83,2.9,0.0
20230223:1810,0.0,0.0,0.0,9.05,3.31,0.0
20230223:1910,0.0,0.0,0.0,8.35,3.03,0.0
20230223:2010,0.0,0.0,0.0,7.88,3.17,0.0
20230223:2110,0.0,0.0,0.0,7.62,3.31,0.0
20230223:2210,0.0,0.0,0.0,7.4,3.31,0.0
20230223:2310,0.0,0.0,0.0,7.25,3.03,0.0
20230224:0010,0.0,0.0,0.0,6.99,2.62,0.0
20230224:0110,0.0,0.0,0.0,6.62,2.69,0.0
20230224:0210,0.0,0.0,0.0,6.55,2.76,0.0
20230224:0310,0.0,0.0,0.0,6.41,2.62,0.0
20230224:0410,0.0,0.0,0.0,6.21,2.62,0.0
20230224:0510,0.0,0.0,0.0,6.0,2.9,0.0
20230224:0610,0.0,0.0,0.0,5.72,3.17,0.0
20230224:0710,2.05,10.12,3.65,5.25,3.45,0.0
20230224:0810,136.56,170.74,12.48,5.19,3.1,0.0
20230224:0910,216.45,258.11,20.19,5.48,2.69,0.0
20230224:1010,692.4,824.69,26.24,6.59,2.48,0.0
20230224:1110,749.73,904.54,30.04,7.37,2.48,0.0
20230224:1210,703.39,852.12,31.09,8.07,2.07,0.0
20230224:1310,697.0,839.39,29.24,8.46,2.48,0.0
20230224:1410,614.45,729.49,24.75,8.97,3.1,0.0
20230224:1510,459.38,542.13,18.18,9.05,3.59,0.0
20230224:1610,224.49,282.61,10.1,8.91,3.79,0.0
20230224:1710,0.0,0.0,0.0,8.21,3.31,0.0
20230224:1810,0.0,0.0,0.0,7.47,3.31,0.0
20230224:1910,0.0,0.0,0.0,6.95,3.52,0.0
20230224:2010,0.0,0.0,0.0,6.74,3.59,0.0
20230224:2110,0.0,0.0,0.0,6.15,3.31,0.0
20230224:2210,0.0,0.0,0.0,5.59,3.17,0.0
20230224:2310,0.0,0.0,0.0,4.79,2.97,0.0
20230225:0010,0.0,0.0,0.0,4.25,2.83,0.0
20230225:0110,0.0,0.0,0.0,3.88,2.69,0.0
20230225:0210,0.0,0.0,0.0,3.75,2.69,0.0
20230225:0310,0.0,0.0,0.0,3.33,2.62,0.0
20230225:0410,0.0,0.0,0.0,3.13,2.55,0.0
20230225:0510,0.0,0.0,0.0,2.76,2.48,0.0
20230225:0610,0.0,0.0,0.0,2.93,2.48,0.0
20230225:0710,5.3,15.64,3.97,2.86,2.41,0.0
20230225:0810,103.02,132.59,12.8,3.51,2.14,0.0
20230225:0910,104.08,134.02,20.53,4.77,3.52,0.0
20230225:1010,380.16,438.64,26.6,5.74,4.55,0.0
20230225:1110,296.88,347.54,30.41,6.27,4.48,0.0
20230225:1210,285.97,336.93,31.46,7.29,4.76,0.0
20230225:1310,576.08,667.59,29.59,6.93,4.9,0.0
20230225:1410,339.85,395.02,25.09,7.2,5.45,0.0
20230225:1510,255.77,302.6,18.48,7.19,5.1,0.0
20230225:1610,155.6,198.11,10.39,6.97,4.41,0.0
20230225:1710,0.0,0.0,0.0,6.27,3.66,0.0
20230225:1810,0.0,0.0,0.0,5.03,3.59,0.0
20230225:1910,0.0,0.0,0.0,4.15,4.34,0.0
20230225:2010,0.0,0.0,0.0,4.04,4.69,0.0
20230225:2110,0.0,0.0,0.0,3.7,4.83,0.0
20230225:2210,0.0,0.0,0.0,3.23,4.83,0.0
20230225:2310,0.0,0.0,0.0,2.41,4.55,0.0
20230226:0010,0.0,0.0,0.0,1.5,4.28,0.0
20230226:0110,0.0,0.0,0.0,0.83,4.14,0.0
20230226:0210,0.0,0.0,0.0,0.28,4.07,0.0
20230226:0310,0.0,0.0,0.0,-0.12,4.07,0.0
20230226:0410,0.0,0.0,0.0,-0.45,4.07,0.0
20230226:0510,0.0,0.0,0.0,-0.72,4.07,0.0
20230226:0610,0.0,0.0,0.0,-0.99,4.14,0.0
20230226:0710,20.96,38.74,4.28,-0.62,4.83,0.0
20230226:0810,385.53,439.78,13.13,0.06,4.41,0.0
20230226:0910,604.55,677.18,20.88,1.01,6.07,0.0
20230226:1010,776.48,879.14,26.97,1.98,6.62,0.0
20230226:1110,716.74,811.88,30.78,2.92,7.03,0.0
20230226:1210,775.87,882.53,31.83,3.99,8.0,0.0
20230226:1310,576.2,651.57,29.95,4.45,7.86,0.0
20230226:1410,575.96,651.15,25.42,4.71,7.93,0.0
20230226:1510,502.03,570.33,18.79,4.81,8.07,0.0
20230226:1610,233.27,284.54,10.67,4.39,7.45,0.0
20230226:1710,0.0,0.0,0.0,3.38,6.14,0.0
20230226:1810,0.0,0.0,0.0,2.34,5.59,0.0
20230226:1910,0.0,0.0,0.0,1.63,5.38,0.0
20230226:2010,0.0,0.0,0.0,1.13,5.31,0.0
20230226:2110,0.0,0.0,0.0,0.74,5.17,0.0
20230226:2210,0.0,0.0,0.0,0.45,5.03,0.0
20230226:2310,0.0,0.0,0.0,0.15,4.9,0.0
20230227:0010,0.0,0.0,0.0,-0.17,4.83,0.0
20230227:0110,0.0,0.0,0.0,-0.55,4.76,0.0
20230227:0210,0.0,0.0,0.0,-0.87,4.76,0.0
20230227:0310,0.0,0.0,0.0,-1.16,4.83,0.0
20230227:0410,0.0,0.0,0.0,-1.38,4.83,0.0
20230227:0510,0.0,0.0,0.0,-1.56,4.76,0.0
20230227:0610,0.0,0.0,0.0,-1.75,4.62,0.0
20230227:0710,24.74,43.58,4.6,-1.56,4.62,0.0
20230227:0810,366.2,416.79,13.46,-0.74,4.14,0.0
20230227:0910,615.29,691.29,21.23,0.64,5.24,0.0
20230227:1010,774.65,882.43,27.33,2.17,5.79,0.0
20230227:1110,858.97,991.66,31.16,3.53,6.07,0.0
20230227:1210,847.4,982.97,32.21,4.6,6.07,0.0
20230227:1310,817.37,948.19,30.31,5.34,6.07,0.0
20230227:1410,695.27,799.16,25.75,5.71,6.21,0.0
20230227:1510,505.82,580.26,19.09,5.64,6.28,0.0
20230227:1610,259.2,316.33,10.95,5.1,6.07,0.0
20230227:1710,0.0,2.76,1.85,4.18,5.45,0.0
20230227:1810,0.0,0.0,0.0,3.15,5.31,0.0
20230227:1910,0.0,0.0,0.0,2.64,4.9,0.0
20230227:2010,0.0,0.0,0.0,1.96,4.55,0.0
20230227:2110,0.0,0.0,0.0,1.38,4.21,0.0
20230227:2210,0.0,0.0,0.0,0.81,3.93,0.0
20230227:2310,0.0,0.0,0.0,0.17,3.66,0.0
20230228:0010,0.0,0.0,0.0,-0.42,3.45,0.0
20230228:0110,0.0,0.0,0.0,-0.98,3.38,0.0
20230228:0210,0.0,0.0,0.0,-1.44,3.38,0.0
20230228:0310,0.0,0.0,0.0,-1.81,3.38,0.0
20230228:0410,0.0,0.0,0.0,-2.1,3.31,0.0
20230228:0510,0.0,0.0,0.0,-2.33,3.24,0.0
20230228:0610,0.0,0.0,0.0,-2.56,3.17,0.0
20230228:0710,29.2,49.11,4.92,-2.3,3.17,0.0
20230228:0810,365.27,416.66,13.8,-1.09,3.17,0.0
20230228:0910,603.08,682.45,21.58,0.64,4.0,0.0
20230228:1010,677.15,774.59,27.7,2.21,4.28,0.0
20230228:1110,644.53,735.0,31.54,3.38,5.52,0.0
20230228:1210,505.61,576.17,32.58,3.86,5.31,0.0
20230228:1310,464.41,530.13,30.67,4.35,5.31,0.0
20230228:1410,216.77,256.73,26.08,4.62,5.24,0.0
20230228:1510,197.17,235.35,19.4,4.58,5.1,0.0
20230228:1610,212.6,261.28,11.23,4.26,4.41,0.0
20230228:1710,0.0,2.76,2.12,3.88,3.59,0.0
20230228:1810,0.0,0.0,0.0,3.33,3.17,0.0
20230228:1910,0.0,0.0,0.0,2.5,2.97,0.0
20230228:2010,0.0,0.0,0.0,1.17,2.9,0.0
20230228:2110,0.0,0.0,0.0,0.22,3.03,0.0
20230228:2210,0.0,0.0,0.0,-0.41,3.17,0.0
20230228:2310,0.0,0.0,0.0,-0.72,3.38,0.0
20230301:0010,0.0,0.0,0.0,-1.03,3.45,0.0
20230301:0110,0.0,0.0,0.0,-1.29,3.38,0.0
20230301:0210,0.0,0.0,0.0,-1.52,3.38,0.0
20230301:0310,0.0,0.0,0.0,-1.74,3.31,0.0
20230301:0410,0.0,0.0,0.0,-1.97,3.24,0.0
20230301:0510,0.0,0.0,0.0,-2.19,3.31,0.0
20230301:0610,0.0,0.0,0.0,-2.37,3.38,0.0
20230301:0710,23.13,40.81,5.24,-2.36,3.38,0.0
20230301:0810,346.02,394.07,14.13,-1.23,3.52,0.0
20230301:0910,581.14,655.32,21.93,0.43,4.21,0.0
20230301:1010,739.26,848.87,28.07,2.06,4.34,0.0
20230301:1110,809.24,943.51,31.92,3.29,4.28,0.0
20230301:1210,753.92,880.73,32.96,4.67,4.28,0.0
20230301:1310,778.44,912.95,31.03,5.2,4.28,0.0
20230301:1410,659.82,766.33,26.41,5.86,4.41,0.0
20230301:1510,432.14,500.21,19.7,6.02,4.55,0.0
20230301:1610,232.38,286.12,11.51,5.73,4.48,0.0
20230301:1710,0.73,7.36,2.39,4.71,3.72,0.0
20230301:1810,0.0,0.0,0.0,3.28,3.72,0.0
20230301:1910,0.0,0.0,0.0,2.74,3.52,0.0
20230301:2010,0.0,0.0,0.0,1.88,3.24,0.0
20230301:2110,0.0,0.0,0.0,1.1,3.03,0.0
20230301:2210,0.0,0.0,0.0,0.39,2.83,0.0
20230301:2310,0.0,0.0,0.0,-0.26,2.83,0.0
20230302:0010,0.0,0.0,0.0,-0.74,2.9,0.0
20230302:0110,0.0,0.0,0.0,-1.09,3.03,0.0
20230302:0210,0.0,0.0,0.0,-1.35,3.03,0.0
20230302:0310,0.0,0.0,0.0,-1.62,2.9,0.0
20230302:0410,0.0,0.0,0.0,-1.87,2.69,0.0
20230302:0510,0.0,0.0,0.0,-2.1,2.55,0.0
20230302:0610,0.0,0.0,0.0,-2.29,2.62,0.0
20230302:0710,96.68,133.76,5.57,-2.08,2.62,0.0
20230302:0810,345.84,396.39,14.47,-0.64,2.62,0.0
20230302:0910,566.82,647.37,22.29,1.36,2.97,0.0
20230302:1010,715.81,837.4,28.45,3.35,2.9,0.0
20230302:1110,773.16,923.3,32.31,5.14,2.69,0.0
20230302:1210,761.17,915.0,33.34,6.63,2.69,0.0
20230302:1310,740.77,887.04,31.39,7.79,3.17,0.0
20230302:1410,625.18,739.07,26.75,8.52,3.52,0.0
20230302:1510,466.75,549.6,20.01,8.76,3.72,0.0
20230302:1610,228.3,285.3,11.8,8.48,3.59,0.0
20230302:1710,1.12,8.28,2.65,7.29,2.97,0.0
20230302:1810,0.0,0.0,0.0,5.47,3.03,0.0
20230302:1910,0.0,0.0,0.0,4.76,3.52,0.0
20230302:2010,0.0,0.0,0.0,3.94,3.45,0.0
20230302:2110,0.0,0.0,0.0,3.15,3.24,0.0
20230302:2210,0.0,0.0,0.0,2.43,3.03,0.0
20230302:2310,0.0,0.0,0.0,1.85,2.97,0.0
20230303:0010,0.0,0.0,0.0,1.3,2.83,0.0
20230303:0110,0.0,0.0,0.0,0.78,2.76,0.0
20230303:0210,0.0,0.0,0.0,0.35,2.76,0.0
20230303:0310,0.0,0.0,0.0,-0.04,2.83,0.0
20230303:0410,0.0,0.0,0.0,-0.34,2.97,0.0
20230303:0510,0.0,0.0,0.0,-0.61,3.03,0.0
20230303:0610,0.0,0.0,0.0,-0.78,3.1,0.0
20230303:0710,89.76,124.45,5.9,-0.51,3.31,0.0
20230303:0810,209.82,245.98,14.82,0.11,3.93,0.0
20230303:0910,516.78,584.61,22.65,1.33,4.0,0.0
20230303:1010,705.53,812.38,28.82,2.6,4.0,0.0
20230303:1110,799.43,934.89,32.69,3.81,4.14,0.0
20230303:1210,820.86,968.05,33.72,5.05,4.21,0.0
20230303:1310,772.79,909.41,31.75,5.85,4.21,0.0
20230303:1410,659.88,770.03,27.08,6.38,4.14,0.0
20230303:1510,487.96,567.32,20.31,6.46,4.14,0.0
20230303:1610,243.7,299.64,12.08,5.99,4.21,0.0
20230303:1710,3.16,13.19,2.92,4.99,3.59,0.0
20230303:1810,0.0,0.0,0.0,3.5,3.38,0.0
20230303:1910,0.0,0.0,0.0,2.92,3.59,0.0
20230303:2010,0.0,0.0,0.0,2.36,3.45,0.0
20230303:2110,0.0,0.0,0.0,2.36,3.45,0.0
20230303:2210,0.0,0.0,0.0,2.1,3.17,0.0
20230303:2310,0.0,0.0,0.0,1.64,2.9,0.0
20230304:0010,0.0,0.0,0.0,1.47,2.76,0.0
20230304:0110,0.0,0.0,0.0,1.29,2.55,0.0
20230304:0210,0.0,0.0,0.0,0.99,2.28,0.0
20230304:0310,0.0,0.0,0.0,0.63,2.21,0.0
20230304:0410,0.0,0.0,0.0,0.26,2.28,0.0
20230304:0510,0.0,0.0,0.0,0.5,2.28,0.0
20230304:0610,0.0,0.0,0.0,0.26,2.34,0.0
20230304:0710,24.86,42.85,6.23,0.79,2.34,0.0
20230304:0810,48.86,70.83,15.16,2.02,2.07,0.0
20230304:0910,60.41,84.63,23.01,3.74,2.69,0.0
20230304:1010,86.9,114.99,29.2,4.76,4.0,0.0
20230304:1110,98.87,128.78,33.08,5.38,3.72,0.0
20230304:1210,39.53,60.71,34.1,5.73,3.45,0.0
20230304:1310,70.2,96.59,32.11,5.97,3.52,0.0
20230304:1410,71.72,98.43,27.42,6.22,3.59,0.0
20230304:1510,60.52,85.55,20.62,6.29,3.59,0.0
20230304:1610,35.62,56.11,12.36,6.25,3.38,0.0
20230304:1710,0.0,5.52,3.18,6.08,2.41,0.0
20230304:1810,0.0,0.0,0.0,5.53,1.79,0.0
20230304:1910,0.0,0.0,0.0,4.74,1.79,0.0
20230304:2010,0.0,0.0,0.0,4.63,1.93,0.0
20230304:2110,0.0,0.0,0.0,4.39,2.0,0.0
20230304:2210,0.0,0.0,0.0,4.24,2.07,0.0
20230304:2310,0.0,0.0,0.0,3.96,2.14,0.0
20230305:0010,0.0,0.0,0.0,3.85,2.07,0.0
20230305:0110,0.0,0.0,0.0,3.48,1.93,0.0
20230305:0210,0.0,0.0,0.0,3.42,1.72,0.0
20230305:0310,0.0,0.0,0.0,3.42,1.59,0.0
20230305:0410,0.0,0.0,0.0,3.44,1.52,0.0
20230305:0510,0.0,0.0,0.0,3.28,1.52,0.0
20230305:0610,0.0,0.0,0.0,3.21,1.38,0.0
20230305:0710,35.15,56.54,6.56,2.6,1.17,0.0
20230305:0810,87.39,115.27,15.51,3.47,1.1,0.0
20230305:0910,106.23,136.91,23.38,4.3,1.03,0.0
20230305:1010,76.56,103.95,29.58,5.44,1.24,0.0
20230305:1110,167.36,206.72,33.47,6.19,1.59,0.0
20230305:1210,46.31,68.99,34.49,6.18,1.86,0.0
20230305:1310,70.55,97.51,32.48,6.84,1.93,0.0
20230305:1410,33.97,54.27,27.75,6.81,1.86,0.0
20230305:1510,33.27,53.35,20.92,6.48,1.59,0.0
20230305:1610,22.27,39.56,12.64,6.39,1.59,0.0
20230305:1710,1.13,8.28,3.45,5.93,1.31,0.0
20230305:1810,0.0,0.0,0.0,5.22,1.31,0.0
20230305:1910,0.0,0.0,0.0,4.35,0.69,0.0
20230305:2010,0.0,0.0,0.0,4.06,0.9,0.0
20230305:2110,0.0,0.0,0.0,3.99,1.1,0.0
20230305:2210,0.0,0.0,0.0,3.79,1.24,0.0
20230305:2310,0.0,0.0,0.0,3.6,1.59,0.0
20230306:0010,0.0,0.0,0.0,3.19,2.34,0.0
20230306:0110,0.0,0.0,0.0,2.54,2.76,0.0
20230306:0210,0.0,0.0,0.0,2.17,2.48,0.0
20230306:0310,0.0,0.0,0.0,1.86,2.14,0.0
20230306:0410,0.0,0.0,0.0,1.35,2.0,0.0
20230306:0510,0.0,0.0,0.0,0.55,2.0,0.0
20230306:0610,0.0,0.0,0.0,0.54,1.86,0.0
20230306:0710,43.54,66.57,6.9,0.24,1.52,0.0
20230306:0810,65.78,90.05,15.86,1.46,1.52,0.0
20230306:0910,72.03,97.51,23.74,2.49,1.79,0.0
20230306:1010,99.65,128.78,29.97,3.11,2.0,0.0
20230306:1110,280.21,329.29,33.86,4.11,2.21,0.0
20230306:1210,399.0,463.43,34.87,4.76,2.83,0.0
20230306:1310,402.93,468.21,32.84,5.92,3.52,0.0
20230306:1410,207.69,250.02,28.08,6.69,3.86,0.0
20230306:1510,75.58,103.09,21.23,6.95,3.72,0.0
20230306:1610,28.05,46.91,12.92,6.8,3.17,0.0
20230306:1710,0.33,6.44,3.71,6.44,3.03,0.0
20230306:1810,0.0,0.0,0.0,5.96,3.17,0.0
20230306:1910,0.0,0.0,0.0,5.17,3.17,0.0
20230306:2010,0.0,0.0,0.0,4.83,3.38,0.0
20230306:2110,0.0,0.0,0.0,4.44,3.59,0.0
